lower,upper,quantity,interval,source,growth_rate_hr,condition,replicate
204.38649999999998,517.9537,rho_cyt_ppc,70%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
208.07160000000002,507.6118,rho_cyt_ppc,68%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
222.7042,471.68500000000006,rho_cyt_ppc,60%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
238.649,434.78825,rho_cyt_ppc,50%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
255.0691,405.78229999999996,rho_cyt_ppc,40%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
271.6483,380.54240000000004,rho_cyt_ppc,30%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
287.2814,358.2624,rho_cyt_ppc,20%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
303.07910000000004,338.42765,rho_cyt_ppc,10%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
320.158,320.158,rho_cyt_ppc,median,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
140.122775,818.55935,rho_cyt_ppc,95%,Mori et al. 2021,0.81,0.2% glucose,0.0
159.1617,685.6334999999999,rho_cyt_ppc,90%,Mori et al. 2021,0.81,0.2% glucose,0.0
185.32950000000002,577.1884,rho_cyt_ppc,80%,Mori et al. 2021,0.81,0.2% glucose,0.0
205.94555,513.1687,rho_cyt_ppc,70%,Mori et al. 2021,0.81,0.2% glucose,0.0
209.75152,502.66391999999996,rho_cyt_ppc,68%,Mori et al. 2021,0.81,0.2% glucose,0.0
223.7256,467.70820000000003,rho_cyt_ppc,60%,Mori et al. 2021,0.81,0.2% glucose,0.0
240.20850000000002,433.9765,rho_cyt_ppc,50%,Mori et al. 2021,0.81,0.2% glucose,0.0
255.769,405.2496,rho_cyt_ppc,40%,Mori et al. 2021,0.81,0.2% glucose,0.0
270.99275,381.1879,rho_cyt_ppc,30%,Mori et al. 2021,0.81,0.2% glucose,0.0
287.68019999999996,359.219,rho_cyt_ppc,20%,Mori et al. 2021,0.81,0.2% glucose,0.0
303.6376,338.44545,rho_cyt_ppc,10%,Mori et al. 2021,0.81,0.2% glucose,0.0
320.5845,320.5845,rho_cyt_ppc,median,Mori et al. 2021,0.81,0.2% glucose,0.0
139.86912500000003,816.2333749999998,rho_cyt_ppc,95%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
159.6667,686.6028999999993,rho_cyt_ppc,90%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
185.324,578.9888000000001,rho_cyt_ppc,80%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
205.41979999999998,516.5776999999999,rho_cyt_ppc,70%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
209.2364,505.66983999999997,rho_cyt_ppc,68%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
223.6156,471.30240000000003,rho_cyt_ppc,60%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
241.0825,436.55325,rho_cyt_ppc,50%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
257.4548,407.1001,rho_cyt_ppc,40%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
274.2408,382.6667,rho_cyt_ppc,30%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
291.0998,360.5898,rho_cyt_ppc,20%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
306.7865,341.1188,rho_cyt_ppc,10%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
323.464,323.464,rho_cyt_ppc,median,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
135.66227500000002,788.5084999999999,rho_cyt_ppc,95%,Mori et al. 2021,0.8487516496652392,12 mM arabinose,0.0
154.80145000000002,677.7503999999999,rho_cyt_ppc,90%,Mori et al. 2021,0.8487516496652392,12 mM arabinose,0.0
181.1162,571.4827,rho_cyt_ppc,80%,Mori et al. 2021,0.8487516496652392,12 mM arabinose,0.0
202.06455,508.8297,rho_cyt_ppc,70%,Mori et al. 2021,0.8487516496652392,12 mM arabinose,0.0
205.98311999999999,498.91816,rho_cyt_ppc,68%,Mori et al. 2021,0.8487516496652392,12 mM arabinose,0.0
219.8228,463.97700000000003,rho_cyt_ppc,60%,Mori et al. 2021,0.8487516496652392,12 mM arabinose,0.0
236.13425,427.808,rho_cyt_ppc,50%,Mori et al. 2021,0.8487516496652392,12 mM arabinose,0.0
251.3142,399.2235,rho_cyt_ppc,40%,Mori et al. 2021,0.8487516496652392,12 mM arabinose,0.0
266.44725,374.78485,rho_cyt_ppc,30%,Mori et al. 2021,0.8487516496652392,12 mM arabinose,0.0
282.1342,353.9492,rho_cyt_ppc,20%,Mori et al. 2021,0.8487516496652392,12 mM arabinose,0.0
298.87415,333.44385,rho_cyt_ppc,10%,Mori et al. 2021,0.8487516496652392,12 mM arabinose,0.0
315.03049999999996,315.03049999999996,rho_cyt_ppc,median,Mori et al. 2021,0.8487516496652392,12 mM arabinose,0.0
137.02355,796.4975249999999,rho_cyt_ppc,95%,Mori et al. 2021,0.9041050181216675,20 mM mannitol,0.0
155.8357,676.4907000000001,rho_cyt_ppc,90%,Mori et al. 2021,0.9041050181216675,20 mM mannitol,0.0
181.5923,566.1927000000001,rho_cyt_ppc,80%,Mori et al. 2021,0.9041050181216675,20 mM mannitol,0.0
201.9074,506.36609999999996,rho_cyt_ppc,70%,Mori et al. 2021,0.9041050181216675,20 mM mannitol,0.0
205.7918,497.25859999999994,rho_cyt_ppc,68%,Mori et al. 2021,0.9041050181216675,20 mM mannitol,0.0
219.96460000000002,464.7844,rho_cyt_ppc,60%,Mori et al. 2021,0.9041050181216675,20 mM mannitol,0.0
235.74625,429.26475,rho_cyt_ppc,50%,Mori et al. 2021,0.9041050181216675,20 mM mannitol,0.0
251.5659,399.86379999999997,rho_cyt_ppc,40%,Mori et al. 2021,0.9041050181216675,20 mM mannitol,0.0
266.97035,375.5485,rho_cyt_ppc,30%,Mori et al. 2021,0.9041050181216675,20 mM mannitol,0.0
282.49760000000003,354.7124,rho_cyt_ppc,20%,Mori et al. 2021,0.9041050181216675,20 mM mannitol,0.0
298.08915,334.74915,rho_cyt_ppc,10%,Mori et al. 2021,0.9041050181216675,20 mM mannitol,0.0
315.289,315.289,rho_cyt_ppc,median,Mori et al. 2021,0.9041050181216675,20 mM mannitol,0.0
135.72305,766.5638999999999,rho_cyt_ppc,95%,Mori et al. 2021,1.1240224549620734,10 mM glucose-6-phosphate + 10 mM gluconate,0.0
157.3067,656.2494,rho_cyt_ppc,90%,Mori et al. 2021,1.1240224549620734,10 mM glucose-6-phosphate + 10 mM gluconate,0.0
183.5922,556.2344999999999,rho_cyt_ppc,80%,Mori et al. 2021,1.1240224549620734,10 mM glucose-6-phosphate + 10 mM gluconate,0.0
202.45185,496.70799999999997,rho_cyt_ppc,70%,Mori et al. 2021,1.1240224549620734,10 mM glucose-6-phosphate + 10 mM gluconate,0.0
206.28668000000002,487.18644,rho_cyt_ppc,68%,Mori et al. 2021,1.1240224549620734,10 mM glucose-6-phosphate + 10 mM gluconate,0.0
219.8272,455.5768,rho_cyt_ppc,60%,Mori et al. 2021,1.1240224549620734,10 mM glucose-6-phosphate + 10 mM gluconate,0.0
235.57975000000002,424.21675,rho_cyt_ppc,50%,Mori et al. 2021,1.1240224549620734,10 mM glucose-6-phosphate + 10 mM gluconate,0.0
251.3241,395.8393,rho_cyt_ppc,40%,Mori et al. 2021,1.1240224549620734,10 mM glucose-6-phosphate + 10 mM gluconate,0.0
266.60150000000004,372.9812,rho_cyt_ppc,30%,Mori et al. 2021,1.1240224549620734,10 mM glucose-6-phosphate + 10 mM gluconate,0.0
283.1226,352.0254,rho_cyt_ppc,20%,Mori et al. 2021,1.1240224549620734,10 mM glucose-6-phosphate + 10 mM gluconate,0.0
298.2718,332.88135,rho_cyt_ppc,10%,Mori et al. 2021,1.1240224549620734,10 mM glucose-6-phosphate + 10 mM gluconate,0.0
315.2855,315.2855,rho_cyt_ppc,median,Mori et al. 2021,1.1240224549620734,10 mM glucose-6-phosphate + 10 mM gluconate,0.0
130.564375,861.64185,rho_cyt_ppc,95%,Peebo et al. 2015,0.21,glucose_minimal,0.0
150.04885000000002,716.2190499999999,rho_cyt_ppc,90%,Peebo et al. 2015,0.21,glucose_minimal,0.0
175.9122,589.7114,rho_cyt_ppc,80%,Peebo et al. 2015,0.21,glucose_minimal,0.0
196.2552,524.0151,rho_cyt_ppc,70%,Peebo et al. 2015,0.21,glucose_minimal,0.0
199.95780000000002,511.75744,rho_cyt_ppc,68%,Peebo et al. 2015,0.21,glucose_minimal,0.0
214.1264,475.7508,rho_cyt_ppc,60%,Peebo et al. 2015,0.21,glucose_minimal,0.0
231.1955,437.55150000000003,rho_cyt_ppc,50%,Peebo et al. 2015,0.21,glucose_minimal,0.0
249.1187,406.54769999999996,rho_cyt_ppc,40%,Peebo et al. 2015,0.21,glucose_minimal,0.0
265.972,381.1144,rho_cyt_ppc,30%,Peebo et al. 2015,0.21,glucose_minimal,0.0
282.2952,357.54,rho_cyt_ppc,20%,Peebo et al. 2015,0.21,glucose_minimal,0.0
299.59255,336.79345,rho_cyt_ppc,10%,Peebo et al. 2015,0.21,glucose_minimal,0.0
317.12350000000004,317.12350000000004,rho_cyt_ppc,median,Peebo et al. 2015,0.21,glucose_minimal,0.0
128.8283,858.5594749999999,rho_cyt_ppc,95%,Peebo et al. 2015,0.22,glucose_minimal,0.0
149.81545,710.2627999999997,rho_cyt_ppc,90%,Peebo et al. 2015,0.22,glucose_minimal,0.0
177.03480000000002,589.4876000000002,rho_cyt_ppc,80%,Peebo et al. 2015,0.22,glucose_minimal,0.0
197.05960000000002,522.62325,rho_cyt_ppc,70%,Peebo et al. 2015,0.22,glucose_minimal,0.0
200.71004000000002,513.28836,rho_cyt_ppc,68%,Peebo et al. 2015,0.22,glucose_minimal,0.0
214.9242,477.1642,rho_cyt_ppc,60%,Peebo et al. 2015,0.22,glucose_minimal,0.0
231.91825,439.10975,rho_cyt_ppc,50%,Peebo et al. 2015,0.22,glucose_minimal,0.0
249.9684,408.6987,rho_cyt_ppc,40%,Peebo et al. 2015,0.22,glucose_minimal,0.0
266.42705,383.42725,rho_cyt_ppc,30%,Peebo et al. 2015,0.22,glucose_minimal,0.0
283.749,360.154,rho_cyt_ppc,20%,Peebo et al. 2015,0.22,glucose_minimal,0.0
301.66495,340.60400000000004,rho_cyt_ppc,10%,Peebo et al. 2015,0.22,glucose_minimal,0.0
321.307,321.307,rho_cyt_ppc,median,Peebo et al. 2015,0.22,glucose_minimal,0.0
133.604725,871.2740749999998,rho_cyt_ppc,95%,Peebo et al. 2015,0.25,rich,0.0
153.21355,733.25355,rho_cyt_ppc,90%,Peebo et al. 2015,0.25,rich,0.0
180.82430000000002,604.6369,rho_cyt_ppc,80%,Peebo et al. 2015,0.25,rich,0.0
201.3919,531.8276500000001,rho_cyt_ppc,70%,Peebo et al. 2015,0.25,rich,0.0
205.43828,519.12132,rho_cyt_ppc,68%,Peebo et al. 2015,0.25,rich,0.0
220.5256,480.32660000000004,rho_cyt_ppc,60%,Peebo et al. 2015,0.25,rich,0.0
237.4105,441.6775,rho_cyt_ppc,50%,Peebo et al. 2015,0.25,rich,0.0
254.03519999999997,411.8215,rho_cyt_ppc,40%,Peebo et al. 2015,0.25,rich,0.0
270.5698,387.39685,rho_cyt_ppc,30%,Peebo et al. 2015,0.25,rich,0.0
287.23900000000003,363.5532,rho_cyt_ppc,20%,Peebo et al. 2015,0.25,rich,0.0
305.24755,343.73730000000006,rho_cyt_ppc,10%,Peebo et al. 2015,0.25,rich,0.0
323.9945,323.9945,rho_cyt_ppc,median,Peebo et al. 2015,0.25,rich,0.0
135.159075,866.726575,rho_cyt_ppc,95%,Peebo et al. 2015,0.26,glucose_minimal,0.0
155.0747,723.6849499999998,rho_cyt_ppc,90%,Peebo et al. 2015,0.26,glucose_minimal,0.0
181.884,600.7155,rho_cyt_ppc,80%,Peebo et al. 2015,0.26,glucose_minimal,0.0
201.94240000000002,533.1691,rho_cyt_ppc,70%,Peebo et al. 2015,0.26,glucose_minimal,0.0
205.86052,522.8439599999999,rho_cyt_ppc,68%,Peebo et al. 2015,0.26,glucose_minimal,0.0
220.20600000000002,482.43120000000005,rho_cyt_ppc,60%,Peebo et al. 2015,0.26,glucose_minimal,0.0
237.89625,442.33375,rho_cyt_ppc,50%,Peebo et al. 2015,0.26,glucose_minimal,0.0
254.7071,411.65639999999996,rho_cyt_ppc,40%,Peebo et al. 2015,0.26,glucose_minimal,0.0
271.54564999999997,384.93975,rho_cyt_ppc,30%,Peebo et al. 2015,0.26,glucose_minimal,0.0
287.8968,361.91579999999993,rho_cyt_ppc,20%,Peebo et al. 2015,0.26,glucose_minimal,0.0
304.23690000000005,341.45245000000006,rho_cyt_ppc,10%,Peebo et al. 2015,0.26,glucose_minimal,0.0
322.633,322.633,rho_cyt_ppc,median,Peebo et al. 2015,0.26,glucose_minimal,0.0
133.957325,860.8852499999997,rho_cyt_ppc,95%,Peebo et al. 2015,0.31,glucose_minimal,0.0
153.7299,729.1775499999998,rho_cyt_ppc,90%,Peebo et al. 2015,0.31,glucose_minimal,0.0
182.122,604.6583,rho_cyt_ppc,80%,Peebo et al. 2015,0.31,glucose_minimal,0.0
202.6565,534.4989999999999,rho_cyt_ppc,70%,Peebo et al. 2015,0.31,glucose_minimal,0.0
206.46504000000002,522.85556,rho_cyt_ppc,68%,Peebo et al. 2015,0.31,glucose_minimal,0.0
220.9618,485.66540000000003,rho_cyt_ppc,60%,Peebo et al. 2015,0.31,glucose_minimal,0.0
238.46724999999998,448.993,rho_cyt_ppc,50%,Peebo et al. 2015,0.31,glucose_minimal,0.0
254.8099,417.0533,rho_cyt_ppc,40%,Peebo et al. 2015,0.31,glucose_minimal,0.0
271.31354999999996,388.07705000000004,rho_cyt_ppc,30%,Peebo et al. 2015,0.31,glucose_minimal,0.0
288.88100000000003,365.4158,rho_cyt_ppc,20%,Peebo et al. 2015,0.31,glucose_minimal,0.0
306.4217,343.80980000000005,rho_cyt_ppc,10%,Peebo et al. 2015,0.31,glucose_minimal,0.0
324.706,324.706,rho_cyt_ppc,median,Peebo et al. 2015,0.31,glucose_minimal,0.0
136.92759999999998,868.1933,rho_cyt_ppc,95%,Peebo et al. 2015,0.35,rich,0.0
156.8625,728.1809,rho_cyt_ppc,90%,Peebo et al. 2015,0.35,rich,0.0
184.05429999999998,605.8108,rho_cyt_ppc,80%,Peebo et al. 2015,0.35,rich,0.0
205.76745,536.69665,rho_cyt_ppc,70%,Peebo et al. 2015,0.35,rich,0.0
210.68308000000002,523.83404,rho_cyt_ppc,68%,Peebo et al. 2015,0.35,rich,0.0
225.2224,487.2248000000001,rho_cyt_ppc,60%,Peebo et al. 2015,0.35,rich,0.0
241.89075,450.03325,rho_cyt_ppc,50%,Peebo et al. 2015,0.35,rich,0.0
258.9312,420.1867,rho_cyt_ppc,40%,Peebo et al. 2015,0.35,rich,0.0
276.15729999999996,394.0124,rho_cyt_ppc,30%,Peebo et al. 2015,0.35,rich,0.0
293.6348,371.36400000000003,rho_cyt_ppc,20%,Peebo et al. 2015,0.35,rich,0.0
312.03845,350.50515,rho_cyt_ppc,10%,Peebo et al. 2015,0.35,rich,0.0
330.4465,330.4465,rho_cyt_ppc,median,Peebo et al. 2015,0.35,rich,0.0
141.017975,877.1093499999998,rho_cyt_ppc,95%,Peebo et al. 2015,0.36,glucose_minimal,0.0
161.494,746.3158500000001,rho_cyt_ppc,90%,Peebo et al. 2015,0.36,glucose_minimal,0.0
189.5726,615.0203,rho_cyt_ppc,80%,Peebo et al. 2015,0.36,glucose_minimal,0.0
210.39185,544.3811999999999,rho_cyt_ppc,70%,Peebo et al. 2015,0.36,glucose_minimal,0.0
214.07584,532.39192,rho_cyt_ppc,68%,Peebo et al. 2015,0.36,glucose_minimal,0.0
228.9588,496.21680000000003,rho_cyt_ppc,60%,Peebo et al. 2015,0.36,glucose_minimal,0.0
245.81875000000002,457.872,rho_cyt_ppc,50%,Peebo et al. 2015,0.36,glucose_minimal,0.0
262.6968,426.6175,rho_cyt_ppc,40%,Peebo et al. 2015,0.36,glucose_minimal,0.0
280.3702,401.22090000000003,rho_cyt_ppc,30%,Peebo et al. 2015,0.36,glucose_minimal,0.0
298.041,376.27819999999997,rho_cyt_ppc,20%,Peebo et al. 2015,0.36,glucose_minimal,0.0
315.8676,355.906,rho_cyt_ppc,10%,Peebo et al. 2015,0.36,glucose_minimal,0.0
335.212,335.212,rho_cyt_ppc,median,Peebo et al. 2015,0.36,glucose_minimal,0.0
143.858875,902.8746749999998,rho_cyt_ppc,95%,Peebo et al. 2015,0.41,glucose_minimal,0.0
163.9106,759.1968499999997,rho_cyt_ppc,90%,Peebo et al. 2015,0.41,glucose_minimal,0.0
194.08790000000002,629.4605,rho_cyt_ppc,80%,Peebo et al. 2015,0.41,glucose_minimal,0.0
215.89864999999998,558.17635,rho_cyt_ppc,70%,Peebo et al. 2015,0.41,glucose_minimal,0.0
219.97316,547.3398,rho_cyt_ppc,68%,Peebo et al. 2015,0.41,glucose_minimal,0.0
234.5328,505.07460000000003,rho_cyt_ppc,60%,Peebo et al. 2015,0.41,glucose_minimal,0.0
252.576,469.082,rho_cyt_ppc,50%,Peebo et al. 2015,0.41,glucose_minimal,0.0
270.1118,439.8222,rho_cyt_ppc,40%,Peebo et al. 2015,0.41,glucose_minimal,0.0
287.22454999999997,410.43109999999996,rho_cyt_ppc,30%,Peebo et al. 2015,0.41,glucose_minimal,0.0
305.75120000000004,385.9966,rho_cyt_ppc,20%,Peebo et al. 2015,0.41,glucose_minimal,0.0
323.4766,363.41085000000004,rho_cyt_ppc,10%,Peebo et al. 2015,0.41,glucose_minimal,0.0
342.5295,342.5295,rho_cyt_ppc,median,Peebo et al. 2015,0.41,glucose_minimal,0.0
140.376275,875.6954249999998,rho_cyt_ppc,95%,Peebo et al. 2015,0.42,rich,0.0
161.04175,738.0986499999999,rho_cyt_ppc,90%,Peebo et al. 2015,0.42,rich,0.0
188.4797,609.5882,rho_cyt_ppc,80%,Peebo et al. 2015,0.42,rich,0.0
208.55475,539.0071499999999,rho_cyt_ppc,70%,Peebo et al. 2015,0.42,rich,0.0
212.78628,527.0692,rho_cyt_ppc,68%,Peebo et al. 2015,0.42,rich,0.0
227.6696,490.18760000000003,rho_cyt_ppc,60%,Peebo et al. 2015,0.42,rich,0.0
244.54675,452.65075,rho_cyt_ppc,50%,Peebo et al. 2015,0.42,rich,0.0
261.3429,422.59119999999996,rho_cyt_ppc,40%,Peebo et al. 2015,0.42,rich,0.0
278.99365,396.32145,rho_cyt_ppc,30%,Peebo et al. 2015,0.42,rich,0.0
296.0508,371.7602,rho_cyt_ppc,20%,Peebo et al. 2015,0.42,rich,0.0
312.6721,351.0297,rho_cyt_ppc,10%,Peebo et al. 2015,0.42,rich,0.0
330.158,330.158,rho_cyt_ppc,median,Peebo et al. 2015,0.42,rich,0.0
141.374875,854.55605,rho_cyt_ppc,95%,Peebo et al. 2015,0.45,rich,0.0
162.65169999999998,726.5539,rho_cyt_ppc,90%,Peebo et al. 2015,0.45,rich,0.0
190.3248,611.2329,rho_cyt_ppc,80%,Peebo et al. 2015,0.45,rich,0.0
212.0071,541.8369499999999,rho_cyt_ppc,70%,Peebo et al. 2015,0.45,rich,0.0
216.14792,532.37604,rho_cyt_ppc,68%,Peebo et al. 2015,0.45,rich,0.0
231.6506,494.6876,rho_cyt_ppc,60%,Peebo et al. 2015,0.45,rich,0.0
248.528,459.82125,rho_cyt_ppc,50%,Peebo et al. 2015,0.45,rich,0.0
264.9604,428.5909,rho_cyt_ppc,40%,Peebo et al. 2015,0.45,rich,0.0
282.40164999999996,401.6284,rho_cyt_ppc,30%,Peebo et al. 2015,0.45,rich,0.0
298.9698,378.2564,rho_cyt_ppc,20%,Peebo et al. 2015,0.45,rich,0.0
316.46765,356.35375000000005,rho_cyt_ppc,10%,Peebo et al. 2015,0.45,rich,0.0
336.7815,336.7815,rho_cyt_ppc,median,Peebo et al. 2015,0.45,rich,0.0
147.62525,938.1936249999998,rho_cyt_ppc,95%,Peebo et al. 2015,0.46,glucose_minimal,0.0
168.85595,780.1365499999999,rho_cyt_ppc,90%,Peebo et al. 2015,0.46,glucose_minimal,0.0
197.5384,637.7789000000001,rho_cyt_ppc,80%,Peebo et al. 2015,0.46,glucose_minimal,0.0
221.1358,565.2536,rho_cyt_ppc,70%,Peebo et al. 2015,0.46,glucose_minimal,0.0
225.89076000000003,553.99472,rho_cyt_ppc,68%,Peebo et al. 2015,0.46,glucose_minimal,0.0
240.8842,516.0272,rho_cyt_ppc,60%,Peebo et al. 2015,0.46,glucose_minimal,0.0
258.39025,476.78200000000004,rho_cyt_ppc,50%,Peebo et al. 2015,0.46,glucose_minimal,0.0
276.8981,444.3095,rho_cyt_ppc,40%,Peebo et al. 2015,0.46,glucose_minimal,0.0
294.8823,415.87355,rho_cyt_ppc,30%,Peebo et al. 2015,0.46,glucose_minimal,0.0
312.762,389.3374,rho_cyt_ppc,20%,Peebo et al. 2015,0.46,glucose_minimal,0.0
330.18440000000004,367.87235000000004,rho_cyt_ppc,10%,Peebo et al. 2015,0.46,glucose_minimal,0.0
348.414,348.414,rho_cyt_ppc,median,Peebo et al. 2015,0.46,glucose_minimal,0.0
146.55112499999998,912.7218,rho_cyt_ppc,95%,Peebo et al. 2015,0.51,glucose_minimal,0.0
169.5359,775.9780499999999,rho_cyt_ppc,90%,Peebo et al. 2015,0.51,glucose_minimal,0.0
200.0252,641.9864,rho_cyt_ppc,80%,Peebo et al. 2015,0.51,glucose_minimal,0.0
223.3312,572.8485,rho_cyt_ppc,70%,Peebo et al. 2015,0.51,glucose_minimal,0.0
227.37268,561.99408,rho_cyt_ppc,68%,Peebo et al. 2015,0.51,glucose_minimal,0.0
243.8204,521.8958000000001,rho_cyt_ppc,60%,Peebo et al. 2015,0.51,glucose_minimal,0.0
262.1695,483.404,rho_cyt_ppc,50%,Peebo et al. 2015,0.51,glucose_minimal,0.0
280.5515,451.02539999999993,rho_cyt_ppc,40%,Peebo et al. 2015,0.51,glucose_minimal,0.0
297.76855,422.1774,rho_cyt_ppc,30%,Peebo et al. 2015,0.51,glucose_minimal,0.0
315.0088,397.7326,rho_cyt_ppc,20%,Peebo et al. 2015,0.51,glucose_minimal,0.0
334.3999,375.17505,rho_cyt_ppc,10%,Peebo et al. 2015,0.51,glucose_minimal,0.0
354.1005,354.1005,rho_cyt_ppc,median,Peebo et al. 2015,0.51,glucose_minimal,0.0
143.362525,896.0655249999999,rho_cyt_ppc,95%,Peebo et al. 2015,0.53,rich,0.0
163.9565,755.9212499999999,rho_cyt_ppc,90%,Peebo et al. 2015,0.53,rich,0.0
194.35080000000002,627.0506,rho_cyt_ppc,80%,Peebo et al. 2015,0.53,rich,0.0
215.4468,555.5410499999999,rho_cyt_ppc,70%,Peebo et al. 2015,0.53,rich,0.0
219.86224,545.20928,rho_cyt_ppc,68%,Peebo et al. 2015,0.53,rich,0.0
235.4436,507.333,rho_cyt_ppc,60%,Peebo et al. 2015,0.53,rich,0.0
252.20125000000002,467.24275,rho_cyt_ppc,50%,Peebo et al. 2015,0.53,rich,0.0
269.3387,435.8323,rho_cyt_ppc,40%,Peebo et al. 2015,0.53,rich,0.0
286.66249999999997,409.49354999999997,rho_cyt_ppc,30%,Peebo et al. 2015,0.53,rich,0.0
304.3138,384.5012,rho_cyt_ppc,20%,Peebo et al. 2015,0.53,rich,0.0
322.87615,362.9163500000001,rho_cyt_ppc,10%,Peebo et al. 2015,0.53,rich,0.0
341.869,341.869,rho_cyt_ppc,median,Peebo et al. 2015,0.53,rich,0.0
147.68789999999998,890.4345749999999,rho_cyt_ppc,95%,Peebo et al. 2015,0.55,rich,0.0
169.1588,759.1078999999999,rho_cyt_ppc,90%,Peebo et al. 2015,0.55,rich,0.0
198.4112,624.715,rho_cyt_ppc,80%,Peebo et al. 2015,0.55,rich,0.0
219.9658,559.69805,rho_cyt_ppc,70%,Peebo et al. 2015,0.55,rich,0.0
224.42756000000003,548.873,rho_cyt_ppc,68%,Peebo et al. 2015,0.55,rich,0.0
239.9462,511.6112,rho_cyt_ppc,60%,Peebo et al. 2015,0.55,rich,0.0
258.188,473.34749999999997,rho_cyt_ppc,50%,Peebo et al. 2015,0.55,rich,0.0
275.4018,441.4251,rho_cyt_ppc,40%,Peebo et al. 2015,0.55,rich,0.0
292.4523,415.31750000000005,rho_cyt_ppc,30%,Peebo et al. 2015,0.55,rich,0.0
310.5398,389.2492,rho_cyt_ppc,20%,Peebo et al. 2015,0.55,rich,0.0
328.3061,367.3891,rho_cyt_ppc,10%,Peebo et al. 2015,0.55,rich,0.0
346.93949999999995,346.93949999999995,rho_cyt_ppc,median,Peebo et al. 2015,0.55,rich,0.0
147.85315,878.6806,rho_cyt_ppc,95%,Peebo et al. 2015,0.63,rich,0.0
167.385,753.8994999999999,rho_cyt_ppc,90%,Peebo et al. 2015,0.63,rich,0.0
198.13989999999998,628.3204000000001,rho_cyt_ppc,80%,Peebo et al. 2015,0.63,rich,0.0
220.26684999999998,557.8067,rho_cyt_ppc,70%,Peebo et al. 2015,0.63,rich,0.0
224.21384,546.55476,rho_cyt_ppc,68%,Peebo et al. 2015,0.63,rich,0.0
239.4498,508.8498,rho_cyt_ppc,60%,Peebo et al. 2015,0.63,rich,0.0
258.1565,470.2475,rho_cyt_ppc,50%,Peebo et al. 2015,0.63,rich,0.0
275.5818,437.5678,rho_cyt_ppc,40%,Peebo et al. 2015,0.63,rich,0.0
293.28905000000003,411.58805,rho_cyt_ppc,30%,Peebo et al. 2015,0.63,rich,0.0
310.1114,387.1038,rho_cyt_ppc,20%,Peebo et al. 2015,0.63,rich,0.0
327.26495,365.6378,rho_cyt_ppc,10%,Peebo et al. 2015,0.63,rich,0.0
345.802,345.802,rho_cyt_ppc,median,Peebo et al. 2015,0.63,rich,0.0
151.0685,915.6649749999997,rho_cyt_ppc,95%,Peebo et al. 2015,0.65,rich,0.0
171.444,773.8629999999998,rho_cyt_ppc,90%,Peebo et al. 2015,0.65,rich,0.0
202.19480000000001,644.6568,rho_cyt_ppc,80%,Peebo et al. 2015,0.65,rich,0.0
224.65314999999998,573.69355,rho_cyt_ppc,70%,Peebo et al. 2015,0.65,rich,0.0
228.99188,563.49616,rho_cyt_ppc,68%,Peebo et al. 2015,0.65,rich,0.0
244.9642,524.8302000000001,rho_cyt_ppc,60%,Peebo et al. 2015,0.65,rich,0.0
263.77625,484.98475,rho_cyt_ppc,50%,Peebo et al. 2015,0.65,rich,0.0
281.72319999999996,451.3338,rho_cyt_ppc,40%,Peebo et al. 2015,0.65,rich,0.0
298.56260000000003,422.92050000000006,rho_cyt_ppc,30%,Peebo et al. 2015,0.65,rich,0.0
316.722,397.15979999999996,rho_cyt_ppc,20%,Peebo et al. 2015,0.65,rich,0.0
334.87225,374.7247,rho_cyt_ppc,10%,Peebo et al. 2015,0.65,rich,0.0
353.619,353.619,rho_cyt_ppc,median,Peebo et al. 2015,0.65,rich,0.0
145.1977,873.093,rho_cyt_ppc,95%,Peebo et al. 2015,0.73,rich,0.0
