clock_time,od_600nm,strain,carbon_source,replicate,date,elapsed_time_hr
2022-12-12 15:05:00,0.171,WT,glycerol,1,2020-07-10,2.0500000000000000
2022-12-12 15:21:00,0.206,WT,glycerol,1,2020-07-10,2.316666666666670
2022-12-12 15:32:00,0.234,WT,glycerol,1,2020-07-10,2.5
2022-12-12 15:43:00,0.263,WT,glycerol,1,2020-07-10,2.683333333333330
2022-12-12 15:53:00,0.294,WT,glycerol,1,2020-07-10,2.85
2022-12-12 16:05:00,0.337,WT,glycerol,1,2020-07-10,3.05
2022-12-12 16:12:00,0.365,WT,glycerol,1,2020-07-10,3.1666666666666700
2022-12-12 12:18:00,0.046,WT,glycerol,1,2020-08-03,0.0
2022-12-12 12:43:00,0.062,WT,glycerol,1,2020-08-03,0.4166666666666670
2022-12-12 13:15:00,0.091,WT,glycerol,1,2020-08-03,0.95
2022-12-12 14:00:00,0.151,WT,glycerol,1,2020-08-03,1.7
2022-12-12 14:31:00,0.211,WT,glycerol,1,2020-08-03,2.216666666666670
2022-12-12 14:47:00,0.254,WT,glycerol,1,2020-08-03,2.4833333333333300
2022-12-12 15:28:00,0.374,WT,glycerol,1,2020-08-03,3.1666666666666700
2022-12-12 10:23:00,0.054,WT,glycerol,1,2020-08-04,0.0
2022-12-12 11:00:00,0.087,WT,glycerol,1,2020-08-04,0.6166666666666670
2022-12-12 11:24:00,0.135,WT,glycerol,1,2020-08-04,1.0166666666666700
2022-12-12 11:54:00,0.19,WT,glycerol,1,2020-08-04,1.5166666666666700
2022-12-12 12:22:00,0.228,WT,glycerol,1,2020-08-04,1.9833333333333300
2022-12-12 13:04:00,0.287,WT,glycerol,1,2020-08-04,2.683333333333330
2022-12-12 13:28:00,0.315,WT,glycerol,1,2020-08-04,3.0833333333333300
2022-12-12 13:52:00,0.043,WT,glycerol,1,2020-09-13,0.0
2022-12-12 14:16:00,0.055,WT,glycerol,1,2020-09-13,0.4
2022-12-12 15:06:00,0.098,WT,glycerol,1,2020-09-13,1.2333333333333300
2022-12-12 15:44:00,0.152,WT,glycerol,1,2020-09-13,1.8666666666666700
2022-12-12 16:16:00,0.222,WT,glycerol,1,2020-09-13,2.4
2022-12-12 16:27:00,0.253,WT,glycerol,1,2020-09-13,2.5833333333333300
2022-12-12 16:55:00,0.348,WT,glycerol,1,2020-09-13,3.05
2022-12-12 12:30:00,0.049,WT,glycerol,1,2021-09-02,0.0
2022-12-12 12:49:00,0.061,WT,glycerol,1,2021-09-02,0.31666666666666700
2022-12-12 13:20:00,0.084,WT,glycerol,1,2021-09-02,0.8333333333333330
2022-12-12 14:20:00,0.15,WT,glycerol,1,2021-09-02,1.8333333333333300
2022-12-12 14:56:00,0.209,WT,glycerol,1,2021-09-02,2.433333333333330
2022-12-12 15:14:00,0.259,WT,glycerol,1,2021-09-02,2.7333333333333300
2022-12-12 15:24:00,0.282,WT,glycerol,1,2021-09-02,2.9
2022-12-12 15:58:00,0.397,WT,glycerol,1,2021-09-02,3.466666666666670
2022-12-12 12:30:00,0.049,WT,glycerol,1,2021-09-14,0.0
2022-12-12 12:49:00,0.061,WT,glycerol,1,2021-09-14,0.31666666666666700
2022-12-12 13:20:00,0.084,WT,glycerol,1,2021-09-14,0.8333333333333330
2022-12-12 14:20:00,0.15,WT,glycerol,1,2021-09-14,1.8333333333333300
2022-12-12 14:56:00,0.209,WT,glycerol,1,2021-09-14,2.433333333333330
2022-12-12 15:14:00,0.259,WT,glycerol,1,2021-09-14,2.7333333333333300
2022-12-12 15:24:00,0.282,WT,glycerol,1,2021-09-14,2.9
2022-12-12 15:58:00,0.397,WT,glycerol,1,2021-09-14,3.466666666666670
2022-12-12 13:00:00,0.183,WT,glycerol,1,2022-03-14,0.0
2022-12-12 13:15:00,0.209,WT,glycerol,1,2022-03-14,0.25
2022-12-12 13:30:00,0.244,WT,glycerol,1,2022-03-14,0.5
2022-12-12 13:45:00,0.278,WT,glycerol,1,2022-03-14,0.75
2022-12-12 14:00:00,0.336,WT,glycerol,1,2022-03-14,1.0
2022-12-12 12:25:00,0.05,WT,glycerol,1,2022-03-15,0.0
2022-12-12 13:05:00,0.072,WT,glycerol,1,2022-03-15,0.6666666666666670
2022-12-12 14:03:00,0.136,WT,glycerol,1,2022-03-15,1.6333333333333300
2022-12-12 14:42:00,0.192,WT,glycerol,1,2022-03-15,2.283333333333330
2022-12-12 15:24:00,0.293,WT,glycerol,1,2022-03-15,2.9833333333333300
2022-12-12 14:00:00,0.103,WT,sorbitol,1,2020-11-20,0.0
2022-12-12 14:15:00,0.121,WT,sorbitol,1,2020-11-20,0.25
2022-12-12 15:00:00,0.173,WT,sorbitol,1,2020-11-20,1.0
2022-12-12 15:45:00,0.252,WT,sorbitol,1,2020-11-20,1.75
2022-12-12 16:12:00,0.321,WT,sorbitol,1,2020-11-20,2.2
2022-12-12 16:40:00,0.39,WT,sorbitol,1,2020-11-20,2.6666666666666700
2022-12-12 12:30:00,0.153,WT,sorbitol,1,2021-09-02,0.0
2022-12-12 12:49:00,0.18,WT,sorbitol,1,2021-09-02,0.31666666666666700
2022-12-12 13:20:00,0.227,WT,sorbitol,1,2021-09-02,0.8333333333333330
2022-12-12 13:40:00,0.253,WT,sorbitol,1,2021-09-02,1.1666666666666700
2022-12-12 14:20:00,0.334,WT,sorbitol,1,2021-09-02,1.8333333333333300
2022-12-12 12:30:00,0.153,WT,sorbitol,1,2021-09-14,0.0
2022-12-12 12:49:00,0.18,WT,sorbitol,1,2021-09-14,0.31666666666666700
2022-12-12 13:20:00,0.227,WT,sorbitol,1,2021-09-14,0.8333333333333330
2022-12-12 13:40:00,0.253,WT,sorbitol,1,2021-09-14,1.1666666666666700
2022-12-12 14:20:00,0.334,WT,sorbitol,1,2021-09-14,1.8333333333333300
clock_time,od_600nm,strain,carbon_source,date,elapsed_time_hr
2022-10-31 12:29:00,0.043,WT,LB,2020-09-13,0.0
2022-10-31 12:48:00,0.098,WT,LB,2020-09-13,0.31666666666666665
2022-10-31 12:56:00,0.136,WT,LB,2020-09-13,0.45
2022-10-31 13:05:00,0.186,WT,LB,2020-09-13,0.6
2022-10-31 13:13:00,0.255,WT,LB,2020-09-13,0.7333333333333333
2022-10-31 13:25:00,0.376,WT,LB,2020-09-13,0.9333333333333333
2022-10-31 13:54:00,0.078,WT,LB,2021-07-21,0.0
2022-10-31 14:38:00,0.321,WT,LB,2021-07-21,0.7333333333333333
2022-10-31 11:43:00,0.117,WT,LB,2021-08-04,0.0
2022-10-31 11:57:00,0.188,WT,LB,2021-08-04,0.23333333333333334
2022-10-31 12:15:00,0.35,WT,LB,2021-08-04,0.5333333333333334
2022-10-31 11:43:00,0.13,WT,LB,2021-08-05,0.0
2022-10-31 11:57:00,0.199,WT,LB,2021-08-05,0.23333333333333334
2022-10-31 12:15:00,0.36,WT,LB,2021-08-05,0.5333333333333334
2022-10-31 13:20:00,0.087,WT,LB,2022-03-14,0.0
2022-10-31 13:34:00,0.129,WT,LB,2022-03-14,0.23333333333333334
2022-10-31 13:46:00,0.187,WT,LB,2022-03-14,0.43333333333333335
2022-10-31 14:02:00,0.341,WT,LB,2022-03-14,0.7
2022-10-31 13:08:00,0.057,WT,LB,2022-03-15,0.0
2022-10-31 13:23:00,0.09,WT,LB,2022-03-15,0.25
2022-10-31 13:46:00,0.213,WT,LB,2022-03-15,0.6333333333333333
2022-10-31 14:02:00,0.358,WT,LB,2022-03-15,0.9
2022-10-31 11:44:00,0.059,WT,acetate,2020-07-30,1.0666666666666669
2022-10-31 12:17:00,0.072,WT,acetate,2020-07-30,1.6166666666666667
2022-10-31 12:49:00,0.089,WT,acetate,2020-07-30,2.1500000000000004
2022-10-31 13:13:00,0.101,WT,acetate,2020-07-30,2.55
2022-10-31 14:01:00,0.136,WT,acetate,2020-07-30,3.35
2022-10-31 14:29:00,0.162,WT,acetate,2020-07-30,3.816666666666667
2022-10-31 15:02:00,0.198,WT,acetate,2020-07-30,4.366666666666667
2022-10-31 15:21:00,0.222,WT,acetate,2020-07-30,4.683333333333334
2022-10-31 15:38:00,0.246,WT,acetate,2020-07-30,4.966666666666667
2022-10-31 15:58:00,0.278,WT,acetate,2020-07-30,5.3
2022-10-31 16:17:00,0.31,WT,acetate,2020-07-30,5.616666666666666
2022-10-31 16:30:00,0.33,WT,acetate,2020-07-30,5.833333333333333
2022-10-31 16:48:00,0.366,WT,acetate,2020-07-30,6.133333333333334
2022-10-31 16:57:00,0.383,WT,acetate,2020-07-30,6.283333333333333
2022-10-31 10:40:00,0.057,WT,acetate,2020-07-30,0.0
2022-10-31 11:44:00,0.085,WT,acetate,2020-07-30,1.0666666666666669
2022-10-31 12:17:00,0.099,WT,acetate,2020-07-30,1.6166666666666667
2022-10-31 12:49:00,0.125,WT,acetate,2020-07-30,2.1500000000000004
2022-10-31 13:13:00,0.142,WT,acetate,2020-07-30,2.55
2022-10-31 14:01:00,0.187,WT,acetate,2020-07-30,3.35
2022-10-31 14:29:00,0.221,WT,acetate,2020-07-30,3.816666666666667
2022-10-31 15:02:00,0.269,WT,acetate,2020-07-30,4.366666666666667
2022-10-31 15:21:00,0.301,WT,acetate,2020-07-30,4.683333333333334
2022-10-31 15:58:00,0.378,WT,acetate,2020-07-30,5.3
2022-10-31 12:17:00,0.052,WT,acetate,2020-08-03,0.0
2022-10-31 12:45:00,0.062,WT,acetate,2020-08-03,0.4666666666666667
2022-10-31 14:02:00,0.095,WT,acetate,2020-08-03,1.75
2022-10-31 14:33:00,0.111,WT,acetate,2020-08-03,2.266666666666667
2022-10-31 14:49:00,0.125,WT,acetate,2020-08-03,2.533333333333333
2022-10-31 15:30:00,0.158,WT,acetate,2020-08-03,3.216666666666667
2022-10-31 16:33:00,0.229,WT,acetate,2020-08-03,4.2666666666666675
2022-10-31 17:00:00,0.268,WT,acetate,2020-08-03,4.716666666666667
2022-10-31 17:16:00,0.293,WT,acetate,2020-08-03,4.983333333333333
2022-10-31 17:26:00,0.31,WT,acetate,2020-08-03,5.15
2022-10-31 14:13:00,0.049,WT,acetate,2020-08-04,0.0
2022-10-31 14:59:00,0.064,WT,acetate,2020-08-04,0.7666666666666667
2022-10-31 15:24:00,0.074,WT,acetate,2020-08-04,1.1833333333333333
2022-10-31 16:24:00,0.105,WT,acetate,2020-08-04,2.1833333333333336
2022-10-31 16:52:00,0.124,WT,acetate,2020-08-04,2.65
2022-10-31 17:27:00,0.148,WT,acetate,2020-08-04,3.2333333333333334
2022-10-31 17:49:00,0.163,WT,acetate,2020-08-04,3.6
2022-10-31 18:29:00,0.195,WT,acetate,2020-08-04,4.2666666666666675
2022-10-31 12:28:00,0.047,WT,acetate,2020-09-11,0.0
2022-10-31 13:21:00,0.063,WT,acetate,2020-09-11,0.8833333333333333
2022-10-31 14:11:00,0.083,WT,acetate,2020-09-11,1.7166666666666666
2022-10-31 15:01:00,0.108,WT,acetate,2020-09-11,2.55
2022-10-31 15:38:00,0.132,WT,acetate,2020-09-11,3.1666666666666665
2022-10-31 16:09:00,0.154,WT,acetate,2020-09-11,3.683333333333333
2022-10-31 16:39:00,0.181,WT,acetate,2020-09-11,4.183333333333334
2022-10-31 17:08:00,0.213,WT,acetate,2020-09-11,4.666666666666667
2022-10-31 17:27:00,0.235,WT,acetate,2020-09-11,4.983333333333333
2022-10-31 17:46:00,0.26,WT,acetate,2020-09-11,5.3
2022-10-31 18:00:00,0.281,WT,acetate,2020-09-11,5.533333333333333
2022-10-31 18:26:00,0.324,WT,acetate,2020-09-11,5.966666666666667
2022-10-31 18:37:00,0.345,WT,acetate,2020-09-11,6.15
2022-10-31 15:12:00,0.044,WT,acetate,2020-09-13,0.0
2022-10-31 15:29:00,0.051,WT,acetate,2020-09-13,0.2833333333333334
2022-10-31 15:54:00,0.06,WT,acetate,2020-09-13,0.7
2022-10-31 17:10:00,0.091,WT,acetate,2020-09-13,1.9666666666666666
2022-10-31 17:53:00,0.112,WT,acetate,2020-09-13,2.683333333333333
2022-10-31 17:59:00,0.118,WT,acetate,2020-09-13,2.783333333333333
2022-10-31 18:18:00,0.129,WT,acetate,2020-09-13,3.1
2022-10-31 18:33:00,0.145,WT,acetate,2020-09-13,3.35
2022-10-31 18:45:00,0.152,WT,acetate,2020-09-13,3.55
2022-10-31 18:51:00,0.158,WT,acetate,2020-09-13,3.65
2022-10-31 19:01:00,0.169,WT,acetate,2020-09-13,3.816666666666667
2022-10-31 18:48:00,0.365,WT,acetate,2020-09-18,4.3500000000000005
2022-10-31 14:27:00,0.051,WT,acetate,2020-09-18,0.0
2022-10-31 14:59:00,0.063,WT,acetate,2020-09-18,0.5333333333333334
2022-10-31 15:58:00,0.088,WT,acetate,2020-09-18,1.5166666666666666
2022-10-31 16:42:00,0.116,WT,acetate,2020-09-18,2.2500000000000004
2022-10-31 17:15:00,0.139,WT,acetate,2020-09-18,2.8
2022-10-31 17:54:00,0.177,WT,acetate,2020-09-18,3.45
2022-10-31 18:23:00,0.209,WT,acetate,2020-09-18,3.933333333333333
2022-10-31 18:51:00,0.241,WT,acetate,2020-09-18,4.4
2022-10-31 19:02:00,0.256,WT,acetate,2020-09-18,4.583333333333333
2022-10-31 13:14:00,0.041,WT,acetate,2020-09-29,0.0
2022-10-31 13:46:00,0.05,WT,acetate,2020-09-29,0.5333333333333334
2022-10-31 14:23:00,0.063,WT,acetate,2020-09-29,1.15
2022-10-31 14:44:00,0.071,WT,acetate,2020-09-29,1.5
2022-10-31 15:39:00,0.098,WT,acetate,2020-09-29,2.4166666666666665
2022-10-31 16:22:00,0.127,WT,acetate,2020-09-29,3.1333333333333333
2022-10-31 17:11:00,0.167,WT,acetate,2020-09-29,3.95
2022-10-31 17:39:00,0.198,WT,acetate,2020-09-29,4.416666666666667
2022-10-31 18:12:00,0.239,WT,acetate,2020-09-29,4.966666666666667
2022-10-31 12:45:00,0.068,WT,acetate,2020-09-30,0.0
2022-10-31 13:14:00,0.081,WT,acetate,2020-09-30,0.48333333333333334
2022-10-31 13:46:00,0.098,WT,acetate,2020-09-30,1.0166666666666668
2022-10-31 14:23:00,0.124,WT,acetate,2020-09-30,1.6333333333333333
2022-10-31 14:44:00,0.14,WT,acetate,2020-09-30,1.9833333333333334
2022-10-31 15:39:00,0.197,WT,acetate,2020-09-30,2.9
2022-10-31 16:22:00,0.252,WT,acetate,2020-09-30,3.6166666666666667
2022-10-31 16:59:00,0.314,WT,acetate,2020-09-30,4.233333333333334
2022-10-31 17:11:00,0.358,WT,acetate,2020-09-30,4.433333333333334
2022-10-31 17:39:00,0.399,WT,acetate,2020-09-30,4.9
2022-10-31 12:30:00,0.078,WT,acetate,2020-10-06,0.0
2022-10-31 12:55:00,0.088,WT,acetate,2020-10-06,0.4166666666666667
2022-10-31 13:27:00,0.103,WT,acetate,2020-10-06,0.95
2022-10-31 13:49:00,0.118,WT,acetate,2020-10-06,1.3166666666666667
2022-10-31 14:12:00,0.134,WT,acetate,2020-10-06,1.7
2022-10-31 14:33:00,0.15,WT,acetate,2020-10-06,2.0500000000000003
2022-10-31 14:56:00,0.17,WT,acetate,2020-10-06,2.433333333333333
2022-10-31 15:20:00,0.196,WT,acetate,2020-10-06,2.8333333333333335
2022-10-31 15:38:00,0.22,WT,acetate,2020-10-06,3.1333333333333333
2022-10-31 16:17:00,0.272,WT,acetate,2020-10-06,3.783333333333333
2022-10-31 16:35:00,0.298,WT,acetate,2020-10-06,4.083333333333334
2022-10-31 17:06:00,0.353,WT,acetate,2020-10-06,4.6
2022-10-31 17:26:00,0.397,WT,acetate,2020-10-06,4.933333333333334
2022-10-31 13:49:00,0.066,WT,acetate,2020-10-07,0.0
2022-10-31 14:12:00,0.074,WT,acetate,2020-10-07,0.38333333333333336
2022-10-31 14:33:00,0.082,WT,acetate,2020-10-07,0.7333333333333333
2022-10-31 14:56:00,0.093,WT,acetate,2020-10-07,1.1166666666666667
2022-10-31 15:20:00,0.107,WT,acetate,2020-10-07,1.5166666666666666
2022-10-31 15:38:00,0.117,WT,acetate,2020-10-07,1.8166666666666667
2022-10-31 16:17:00,0.149,WT,acetate,2020-10-07,2.466666666666667
2022-10-31 16:35:00,0.163,WT,acetate,2020-10-07,2.7666666666666666
2022-10-31 17:06:00,0.193,WT,acetate,2020-10-07,3.283333333333333
2022-10-31 17:26:00,0.216,WT,acetate,2020-10-07,3.6166666666666667
2022-10-31 12:50:00,0.117,WT,acetate,2021-07-21,0.0
2022-10-31 13:08:00,0.141,WT,acetate,2021-07-21,0.3
2022-10-31 13:33:00,0.166,WT,acetate,2021-07-21,0.7166666666666667
2022-10-31 13:54:00,0.195,WT,acetate,2021-07-21,1.0666666666666669
2022-10-31 14:38:00,0.27,WT,acetate,2021-07-21,1.8
2022-10-31 15:02:00,0.315,WT,acetate,2021-07-21,2.2
2022-10-31 10:30:00,0.113,WT,acetate,2021-08-04,0.0
2022-10-31 11:11:00,0.143,WT,acetate,2021-08-04,0.6833333333333333
2022-10-31 11:41:00,0.179,WT,acetate,2021-08-04,1.1833333333333333
2022-10-31 12:17:00,0.227,WT,acetate,2021-08-04,1.7833333333333334
2022-10-31 12:36:00,0.264,WT,acetate,2021-08-04,2.1
2022-10-31 12:53:00,0.3,WT,acetate,2021-08-04,2.3833333333333333
2022-10-31 13:21:00,0.372,WT,acetate,2021-08-04,2.85
2022-10-31 11:57:00,0.158,WT,acetate,2022-03-03,0.0
2022-10-31 12:27:00,0.192,WT,acetate,2022-03-03,0.5
2022-10-31 12:50:00,0.224,WT,acetate,2022-03-03,0.8833333333333333
2022-10-31 13:30:00,0.285,WT,acetate,2022-03-03,1.55
2022-10-31 14:30:00,0.398,WT,acetate,2022-03-03,2.55
2022-10-31 13:15:00,0.058,WT,acetate,2022-03-11,0.0
2022-10-31 14:20:00,0.075,WT,acetate,2022-03-11,1.0833333333333335
2022-10-31 15:18:00,0.106,WT,acetate,2022-03-11,2.0500000000000003
2022-10-31 16:18:00,0.141,WT,acetate,2022-03-11,3.05
2022-10-31 16:44:00,0.161,WT,acetate,2022-03-11,3.4833333333333334
2022-10-31 17:28:00,0.207,WT,acetate,2022-03-11,4.216666666666667
2022-10-31 17:46:00,0.227,WT,acetate,2022-03-11,4.5166666666666675
2022-10-31 14:13:00,0.09,WT,acetate,2022-03-13,0.0
2022-10-31 14:40:00,0.103,WT,acetate,2022-03-13,0.45
2022-10-31 15:12:00,0.127,WT,acetate,2022-03-13,0.9833333333333333
2022-10-31 15:58:00,0.168,WT,acetate,2022-03-13,1.75
2022-10-31 16:25:00,0.199,WT,acetate,2022-03-13,2.2
2022-10-31 16:53:00,0.237,WT,acetate,2022-03-13,2.6666666666666665
2022-10-31 17:25:00,0.281,WT,acetate,2022-03-13,3.2
2022-10-31 13:00:00,0.078,WT,acetate,2022-03-14,0.0
2022-10-31 13:30:00,0.09,WT,acetate,2022-03-14,0.5
2022-10-31 14:00:00,0.107,WT,acetate,2022-03-14,1.0
2022-10-31 14:40:00,0.135,WT,acetate,2022-03-14,1.6666666666666667
2022-10-31 14:54:00,0.145,WT,acetate,2022-03-14,1.9
2022-10-31 15:16:00,0.162,WT,acetate,2022-03-14,2.266666666666667
2022-10-31 15:22:00,0.17,WT,acetate,2022-03-14,2.3666666666666667
2022-10-31 16:06:00,0.21,WT,acetate,2022-03-14,3.1
2022-10-31 16:28:00,0.233,WT,acetate,2022-03-14,3.466666666666667
2022-10-31 16:31:00,0.237,WT,acetate,2022-03-14,3.5166666666666666
2022-10-31 11:53:00,0.066,WT,acetate,2022-03-15,0.0
2022-10-31 12:25:00,0.076,WT,acetate,2022-03-15,0.5333333333333334
2022-10-31 13:05:00,0.097,WT,acetate,2022-03-15,1.2
2022-10-31 14:03:00,0.14,WT,acetate,2022-03-15,2.166666666666667
2022-10-31 14:42:00,0.175,WT,acetate,2022-03-15,2.816666666666667
2022-10-31 15:24:00,0.22,WT,acetate,2022-03-15,3.5166666666666666
2022-10-31 16:05:00,0.275,WT,acetate,2022-03-15,4.2
2022-10-31 16:30:00,0.318,WT,acetate,2022-03-15,4.616666666666666
2022-10-31 13:31:00,0.057,WT,glucose,2020-07-10,0.0
2022-10-31 13:56:00,0.085,WT,glucose,2020-07-10,0.4166666666666667
2022-10-31 14:19:00,0.177,WT,glucose,2020-07-10,0.8
2022-10-31 14:32:00,0.143,WT,glucose,2020-07-10,1.0166666666666668
2022-10-31 14:45:00,0.176,WT,glucose,2020-07-10,1.2333333333333334
2022-10-31 15:04:00,0.239,WT,glucose,2020-07-10,1.55
2022-10-31 15:21:00,0.309,WT,glucose,2020-07-10,1.8333333333333333
2022-10-31 15:32:00,0.369,WT,glucose,2020-07-10,2.0166666666666666
2022-10-31 11:45:00,0.054,WT,glucose,2020-08-02,0.0
2022-10-31 12:13:00,0.081,WT,glucose,2020-08-02,0.4666666666666667
2022-10-31 12:40:00,0.121,WT,glucose,2020-08-02,0.9166666666666666
2022-10-31 13:04:00,0.173,WT,glucose,2020-08-02,1.3166666666666667
2022-10-31 13:12:00,0.197,WT,glucose,2020-08-02,1.45
2022-10-31 13:30:00,0.259,WT,glucose,2020-08-02,1.75
2022-10-31 13:56:00,0.377,WT,glucose,2020-08-02,2.1833333333333336
2022-10-31 14:46:00,0.04,WT,glucose,2020-08-03,0.0
2022-10-31 14:53:00,0.047,WT,glucose,2020-08-03,0.11666666666666667
2022-10-31 15:26:00,0.075,WT,glucose,2020-08-03,0.6666666666666666
2022-10-31 16:01:00,0.13,WT,glucose,2020-08-03,1.25
2022-10-31 16:16:00,0.165,WT,glucose,2020-08-03,1.5
2022-10-31 16:35:00,0.221,WT,glucose,2020-08-03,1.8166666666666667
2022-10-31 17:01:00,0.334,WT,glucose,2020-08-03,2.2500000000000004
2022-10-31 14:10:00,0.042,WT,glucose,2020-08-04,0.0
2022-10-31 14:38:00,0.063,WT,glucose,2020-08-04,0.4666666666666667
2022-10-31 14:56:00,0.084,WT,glucose,2020-08-04,0.7666666666666667
2022-10-31 15:20:00,0.122,WT,glucose,2020-08-04,1.1666666666666667
2022-10-31 15:50:00,0.195,WT,glucose,2020-08-04,1.6666666666666667
2022-10-31 16:21:00,0.284,WT,glucose,2020-08-04,2.1833333333333336
2022-10-31 16:37:00,0.33,WT,glucose,2020-08-04,2.45
2022-10-31 12:45:00,0.042,WT,glucose,2020-09-13,0.0
2022-10-31 13:12:00,0.062,WT,glucose,2020-09-13,0.45
2022-10-31 13:26:00,0.079,WT,glucose,2020-09-13,0.6833333333333333
2022-10-31 13:49:00,0.112,WT,glucose,2020-09-13,1.0666666666666669
2022-10-31 14:15:00,0.172,WT,glucose,2020-09-13,1.5
2022-10-31 14:30:00,0.223,WT,glucose,2020-09-13,1.75
2022-10-31 14:41:00,0.268,WT,glucose,2020-09-13,1.9333333333333333
2022-10-31 15:04:00,0.382,WT,glucose,2020-09-13,2.316666666666667
2022-10-31 12:10:00,0.084,WT,glucose,2020-10-06,0.0
2022-10-31 12:30:00,0.119,WT,glucose,2020-10-06,0.3333333333333333
2022-10-31 12:56:00,0.178,WT,glucose,2020-10-06,0.7666666666666667
2022-10-31 13:12:00,0.224,WT,glucose,2020-10-06,1.0333333333333334
2022-10-31 13:26:00,0.284,WT,glucose,2020-10-06,1.2666666666666666
2022-10-31 13:47:00,0.391,WT,glucose,2020-10-06,1.6166666666666667
2022-10-31 12:30:00,0.064,WT,glucose,2020-10-07,0.0
2022-10-31 12:56:00,0.093,WT,glucose,2020-10-07,0.43333333333333335
2022-10-31 13:12:00,0.111,WT,glucose,2020-10-07,0.7
2022-10-31 13:26:00,0.144,WT,glucose,2020-10-07,0.9333333333333333
2022-10-31 13:47:00,0.2,WT,glucose,2020-10-07,1.2833333333333334
2022-10-31 14:07:00,0.275,WT,glucose,2020-10-07,1.6166666666666667
2022-10-31 11:35:00,0.062,WT,glucose,2020-10-08,0.0
2022-10-31 12:43:00,0.165,WT,glucose,2020-10-08,1.1333333333333335
2022-10-31 13:00:00,0.215,WT,glucose,2020-10-08,1.4166666666666667
2022-10-31 13:12:00,0.262,WT,glucose,2020-10-08,1.6166666666666667
2022-10-31 13:28:00,0.331,WT,glucose,2020-10-08,1.8833333333333333
2022-10-31 13:20:00,0.066,WT,glucose,2020-11-20,0.0
2022-10-31 14:00:00,0.122,WT,glucose,2020-11-20,0.6666666666666666
2022-10-31 14:15:00,0.157,WT,glucose,2020-11-20,0.9166666666666666
2022-10-31 15:00:00,0.283,WT,glucose,2020-11-20,1.6666666666666667
2022-10-31 12:45:00,0.146,WT,glucose,2021-01-12,0.0
2022-10-31 13:45:00,0.3338,WT,glucose,2021-01-13,0.0
2022-10-31 12:50:00,0.063,WT,glucose,2021-07-21,0.0
2022-10-31 13:08:00,0.09,WT,glucose,2021-07-21,0.3
2022-10-31 13:33:00,0.125,WT,glucose,2021-07-21,0.7166666666666667
2022-10-31 13:54:00,0.171,WT,glucose,2021-07-21,1.0666666666666669
2022-10-31 14:38:00,0.321,WT,glucose,2021-07-21,1.8
2022-10-31 11:11:00,0.126,WT,glucose,2021-08-04,0.0
2022-10-31 11:41:00,0.187,WT,glucose,2021-08-04,0.5
2022-10-31 12:17:00,0.322,WT,glucose,2021-08-04,1.1
2022-10-31 12:30:00,0.041,WT,glucose,2021-09-02,0.0
2022-10-31 12:49:00,0.051,WT,glucose,2021-09-02,0.31666666666666665
2022-10-31 13:20:00,0.082,WT,glucose,2021-09-02,0.8333333333333334
2022-10-31 13:40:00,0.1,WT,glucose,2021-09-02,1.1666666666666667
2022-10-31 14:20:00,0.178,WT,glucose,2021-09-02,1.8333333333333333
2022-10-31 14:56:00,0.275,WT,glucose,2021-09-02,2.433333333333333
2022-10-31 15:14:00,0.36,WT,glucose,2021-09-02,2.7333333333333334
2022-10-31 12:49:00,0.051,WT,glucose,2021-09-14,0.0
2022-10-31 13:20:00,0.082,WT,glucose,2021-09-14,0.5166666666666667
2022-10-31 13:40:00,0.1,WT,glucose,2021-09-14,0.85
2022-10-31 14:20:00,0.178,WT,glucose,2021-09-14,1.5166666666666666
2022-10-31 14:56:00,0.275,WT,glucose,2021-09-14,2.116666666666667
2022-10-31 15:14:00,0.36,WT,glucose,2021-09-14,2.4166666666666665
2022-10-31 13:15:00,0.194,WT,glucose,2022-03-12,0.0
2022-10-31 13:57:00,0.376,WT,glucose,2022-03-12,0.7
2022-10-31 13:00:00,0.216,WT,glucose,2022-03-14,0.0
2022-10-31 13:15:00,0.261,WT,glucose,2022-03-14,0.25
2022-10-31 13:20:00,0.27,WT,glucose,2022-03-14,0.3333333333333333
2022-10-31 13:30:00,0.298,WT,glucose,2022-03-14,0.5
2022-10-31 13:45:00,0.36,WT,glucose,2022-03-14,0.75
2022-10-31 13:50:00,0.383,WT,glucose,2022-03-14,0.8333333333333334
2022-10-31 11:53:00,0.063,WT,glucose,2022-03-15,0.0
2022-10-31 12:15:00,0.084,WT,glucose,2022-03-15,0.36666666666666664
2022-10-31 12:25:00,0.094,WT,glucose,2022-03-15,0.5333333333333334
2022-10-31 12:47:00,0.129,WT,glucose,2022-03-15,0.9
2022-10-31 13:05:00,0.167,WT,glucose,2022-03-15,1.2
2022-10-31 13:21:00,0.207,WT,glucose,2022-03-15,1.4666666666666666
2022-10-31 13:46:00,0.285,WT,glucose,2022-03-15,1.8833333333333333
2022-10-31 14:04:00,0.36,WT,glucose,2022-03-15,2.1833333333333336
2022-10-31 10:00:00,0.04,WT,glucose,2022-04-14,0.0
2022-10-31 11:00:00,0.125,WT,glucose,2022-04-14,1.0
2022-10-31 11:50:00,0.222,WT,glucose,2022-04-14,1.8333333333333333
2022-10-31 12:44:00,0.177,WT,glucose,2022-06-24,0.0
2022-10-31 13:12:00,0.241,WT,glucose,2022-06-24,0.4666666666666667
